"fecha","puesto","puntos","nombre","id","club","federacion"
"2024-02-12 09:03:33.686380","18","15.0","SAN JOSE GONZALEZ, PAULA","15004840","CLUB VICTOR PRADERA-EUROPA","MAD"
"2024-02-12 09:03:33.686604","19","12.5","MARTINEZ DIAGO, LUCIA","4008161","C.D. SAKURA","VAL"
"2024-02-12 09:03:33.686809","19","12.5","CINTAS DOMINGUEZ, PAULA","1005100","C D DAKENTAI","AND"
"2024-02-12 09:03:33.687113","19","12.5","ZIATI, WIAAM","9005479","CLUB KARATE SINHUS SPORT","CAT"
"2024-02-12 09:03:33.687641","19","12.5","PEROGIL CHAMORRO, ALBA","11018497","ASOCIACIÓN DEPORTIVA OAKI","EXT"
"2024-02-12 09:03:33.687875","19","12.5","ALONSO FEITO, RAQUEL","3002323","CLUB FEDERACIÓN ASTURIANA DE KARATE","AST"
"2024-02-12 09:03:33.688089","24","10.0","MESA GARCIA, NOEMI","5007956","SUHARI-LANZAROTE","CNR"
"2024-02-12 09:03:33.688292","24","10.0","MAZON ORTIZ, ANDREA","6004986","NORBERTO ORTIZ","CNT"
"2024-02-12 09:03:33.688560","26","5.0","BRITO VIDAL, SUSANA","5007886","CLUB DEPORTIVO ACD NEKO","CNR"
"2024-02-12 09:03:33.691821","1","3307.5","NIETO MEJÍAS, MARÍA ISABEL","8005843","C.D. FEDERADO KARATE HECTOR BARTOLOME","CAL"
"2024-02-12 09:03:33.692069","2","2042.5","GIL ALVAREZ, ADRIANA","3004089","ARENAS KARATE","AST"
"2024-02-12 09:03:33.692290","3","1062.5","ESCOBAR TERCIADO, IRENE","15003766","IVAN LEAL","MAD"
"2024-02-12 09:03:33.692570","4","775.0","GOMEZ RUIZ, CARLA","1001379","C.D. GO-DAI","AND"
"2024-02-12 09:03:33.692777","5","640.0","MAZON ORTIZ, ANDREA","6004986","NORBERTO ORTIZ","CNT"
"2024-02-12 09:03:33.692984","6","567.5","GÓMEZ ORTEGA, EVA","8005087","FUJISAN - PALENCIA","CAL"
"2024-02-12 09:03:33.693187","7","502.5","VAL LISA, CAROLINA","2005545","SOCIEDAD DEPORTIVA SHURIYAMA","ARG"
"2024-02-12 09:03:33.693650","8","450.0","GUERRERO MOURIZ, LUCÍA","12002913","RENBU-KAN","GAL"
"2024-02-12 09:03:33.693918","9","212.5","FONSECA ROMERO, JANESSA MICHELLE","15311111","IVAN LEAL","MAD"
"2024-02-12 09:03:33.694124","10","200.0","SALAZAR PRIETO, ANDREA","15002397","IVAN LEAL","MAD"
"2024-02-12 09:03:33.694326","11","197.5","RIVERO SAINZ, CRISTINA","6005278","KARATE ABDO","CNT"
"2024-02-12 09:03:33.694598","12","167.5","RONDÓN CABRERA, JOHANNA","5007836","KAIZEN KARATE CLUB","CNR"
"2024-02-12 09:03:33.694801","13","157.5","ARENAS GONZÁLEZ, ANA","4007896","CLUB DE KARATE SHOTOKAN CARRUS","VAL"
"2024-02-12 09:03:33.695008","14","145.0","DIEGO PEÑA, LUCIA","3006640","GIMNASIO LINO","AST"
"2024-02-12 09:03:33.695217","15","102.5","CABRA MAGAÑA, ANA","1003894","ASOCIACION KARATE AXARQUIA","AND"
"2024-02-12 09:03:33.695452","16","100.0","VALTIERRA CARBONERO, CRISTINA","15004211","C.D.E. G.A.M.A.","MAD"
"2024-02-12 09:03:33.695689","17","72.5","PINEÑO CORONEL, SARA","4004560","KARATE SHOTOKAN XIXONA","VAL"
"2024-02-12 09:03:33.695893","18","67.5","MARGÜELLES SERNA, LUCÍA","8005455","MASTER 10","CAL"
"2024-02-12 09:03:33.696093","19","62.5","HIDALGO MÉNDEZ, MARIA","4007956","CLUB DEPORTIVO KYODAI","VAL"
"2024-02-12 09:03:33.696301","20","60.0","FERNANDEZ REINA, AMELIA","7002571","KARATE ALMAGRO","CLM"
"2024-02-12 09:03:33.696563","21","55.0","FRESQUET PELAEZ, ELENA","4007828","CLUB KARATE ALZIRA","VAL"
"2024-02-12 09:03:33.696770","22","45.0","AKACHHIT, MALAK","2005361","C.D. NIZAR","ARG"
"2024-02-12 09:03:33.696971","23","37.5","MEJIAS ABADIAS, LUCIA","1005349","C.D. NIPPON SORA","AND"
"2024-02-12 09:03:33.697183","24","35.0","CASTAÑEDA, JEANETTE JUDITH NATALIA","15317614","IVAN LEAL","MAD"
"2024-02-12 09:03:33.697454","25","32.5","TEMPLADO GARCÍA, MIRANDA","3006254","KARATE CORVERA","AST"
"2024-02-12 09:03:33.697687","26","30.0","PEREZ ALGABA, NOELIA","7005241","OKINAWA","CLM"
"2024-02-12 09:03:33.697883","27","20.0","SUAREZ SUAREZ, TANIA","3005957","GIMNASIO LINO","AST"
"2024-02-12 09:03:33.698081","28","17.5","GEVORGYAN, TAMARA","7003756","JINBUKAN","CLM"
"2024-02-12 09:03:33.698280","28","17.5","CRISTOBAL RIBEIRO, BIANCA","2002833","SOCIEDAD DEPORTIVA SHURIYAMA","ARG"
"2024-02-12 09:03:33.698509","30","12.5","TIRADO GOMEZ, ZULAIMA","1002212","C.D. WENCESLAO ANGULO SHITO RYU","AND"
"2024-02-12 09:03:33.698703","30","12.5","PEROGIL CHAMORRO, ALBA","11018497","ASOCIACIÓN DEPORTIVA OAKI","EXT"
"2024-02-12 09:03:33.698902","30","12.5","ZARO ARRONDO, NAYRA","18004812","S.D.C. ECHAVACOIZ","NAV"
"2024-02-12 09:03:33.699105","30","12.5","CRIADO GUINALDO, JÉSSICA","12005178","BUNKAI","GAL"
"2024-02-12 09:03:33.699319","34","10.0","RODRIGUEZ VARELA, MARÍA","12102507","ESCUELA SUPERIOR DE KÁRATE NARÓN","GAL"
"2024-02-12 09:03:33.699566","34","10.0","ARENAS GONZÁLEZ, ANA","17012561","HIKARI KARATE CLUB","MUR"
"2024-02-12 09:03:33.699778","34","10.0","MENA SANCHEZ, ODEA DEL CARMEN","10000153","CLUB SEPAI","CEU"
"2024-02-12 09:03:33.699988","34","10.0","FATIH, KHANSAE","2005451","C.D. NIZAR","ARG"
"2024-02-12 09:03:33.700226","34","10.0","CASTELLANO SOTO, SILVIA DEL ROSARIO","5008392","CLUB DEPORTIVO ACD NEKO","CNR"
"2024-02-12 09:03:33.700465","39","5.0","CASTELLANO SOTO, SHEILA MARIA","5007884","CLUB DEPORTIVO ACD NEKO","CNR"
"2024-02-12 09:03:33.700672","39","5.0","DURÁN OSEMWENGIE, GLORIA","2004132","C.D. KAJUKI","ARG"
"2024-02-12 09:03:33.700874","39","5.0","COZAR HERRERA, CLAUDIA","6005214","GIMNASIO MENTE","CNT"
"2024-02-12 09:03:33.701071","39","5.0","ANDRES LAHOZ, PAULA","2005550","SOCIEDAD DEPORTIVA SHURIYAMA","ARG"
"2024-02-12 09:03:33.701270","39","5.0","HERNÁNDEZ BAUTISTA, AINARA","5007831","CLUB DE KARATE HERMANOS ALEMAN","CNR"
"2024-02-12 09:03:33.701521","39","5.0","ATIENZA CASERO, SARA","8005293","FUJISAN - PALENCIA","CAL"
"2024-02-12 09:03:33.706290","1","2192.5","FERNANDEZ OSORIO, CARLOTA","6005128","CLUB KIME","CNT"
"2024-02-12 09:03:33.706592","2","1167.5","ESPINOSA LOPEZ, MARIA","7002225","KIDOKAN","CLM"
"2024-02-12 09:03:33.706810","3","977.5","GRAU CASTILLEJOS, NOELIA","13002822","TOT ESPORT CALVIA","BAL"
"2024-02-12 09:03:33.707026","4","967.5","ZUÑIGA GARCIA, INDIRA DEL MAR","5007778","EL TABLERO","CNR"
"2024-02-12 09:03:33.707240","5","667.5","OTERO LUENGO, DANIELA","3006013","ARENAS KARATE","AST"
"2024-02-12 09:03:33.707495","6","575.0","CAÑETE MAZON, NAIARA","3002881","GIMNASIO LINO","AST"
"2024-02-12 09:03:33.707873","7","475.0","LOBATO SANCHEZ, IONA","17012563","HIKARI KARATE CLUB","MUR"
"2024-02-12 09:03:33.708087","8","437.5","PASTORA FONDEVILA, LAURA","14002232","SANKUKAI","RIO"
"2024-02-12 09:03:33.708291","9","340.0","HERRADOR SANCHEZ, CORAL","15001535","DASAN CONTACTO","MAD"
"2024-02-12 09:03:33.708538","10","335.0","URRA BERAZA, IOSUNE","18001473","KARATE BERRIOZAR","NAV"
"2024-02-12 09:03:33.708746","11","310.0","GARCIA CAPITAN, CARMEN","1002346","C.D. KARATE FUENGIROLA","AND"
"2024-02-12 09:03:33.709033","12","307.5","BUSTAMANTE SANTERIZ, VALENTINA","18004891","A.D. SAN JUAN","NAV"
"2024-02-12 09:03:33.709240","13","240.0","LORENZO COUSO, RUTH","12002021","SAN FRANCISCO TEO","GAL"
"2024-02-12 09:03:33.709475","14","217.5","GARCIA DE GARAYO, IRANTZU","19004176","GIMNASIO FITNESS GASTEIZ","PVS"
"2024-02-12 09:03:33.709680","15","212.5","PEREZ CLARO, ALICIA","1001311","C.D. SHOTOYAMA KARATE","AND"
"2024-02-12 09:03:33.709883","15","212.5","MALDONADO Gª DEL CASTILLO, PATRICIA","7005215","KARATE ALMAGRO","CLM"
"2024-02-12 09:03:33.710092","17","207.5","ENNKHAILI ANQOUD, OLAYA","14003715","SANKUKAI","RIO"
"2024-02-12 09:03:33.710293","18","185.0","GARCIA RODRIGUEZ, CARMEN","2005195","C.D. NIZAR","ARG"
"2024-02-12 09:03:33.710553","19","180.0","SOTO FIDALGO, MARTINA","12002924","BUNKAI","GAL"
"2024-02-12 09:03:33.710759","19","180.0","SUAREZ SUAREZ, TANIA","3005957","GIMNASIO LINO","AST"
"2024-02-12 09:03:33.710958","21","175.0","GUTIERREZ JUAN, PATRICIA","5005481","GANKAKU","CNR"
"2024-02-12 09:03:33.711156","22","165.0","GARCIA JEREZ, ANDREA","7003999","C.D. KARATE TOLETVM","CLM"
"2024-02-12 09:03:33.711354","23","147.5","GAMIZ NIETO, CARLA","9005758","CLUB KIHON","CAT"
"2024-02-12 09:03:33.711588","24","130.0","DEL TORO MUÑOZ, PAULA","8005144","KYOTO SALAMANCA","CAL"
"2024-02-12 09:03:33.711789","25","125.0","FERNÁNDEZ GARCÍA, TANIA","8002397","CLUB DEPORTIVO ANANKO","CAL"
"2024-02-12 09:03:33.711990","26","115.0","HERAS ORTIZ, CARMEN MARIA","15003754","IVAN LEAL","MAD"
"2024-02-12 09:03:33.712194","27","110.0","HERVER FERNANDEZ, SANDRA","20000024","KARATE XAVI ANDORRA","AN"
"2024-02-12 09:03:33.712422","28","87.5","ÁVILA HOZ, LAURA","8005397","MASTER 10","CAL"
"2024-02-12 09:03:33.712633","29","75.0","HIGUERA REY, ESTHER","9005405","CLUB ESPORTIU MEDITERRANI","CAT"
"2024-02-12 09:03:33.712832","30","62.5","CAZORLA VELASCO, CARLA","15003753","IVAN LEAL","MAD"
"2024-02-12 09:03:33.713029","31","60.0","MARGÜELLES SERNA, LUCÍA","8005455","MASTER 10","CAL"
"2024-02-12 09:03:33.713236","32","55.0","PERNAUTE ANDRÉS, ANDREA","2005552","SOCIEDAD DEPORTIVA SHURIYAMA","ARG"
"2024-02-12 09:03:33.713515","33","45.0","SMITH, GRACE","5007775","EL TABLERO","CNR"
"2024-02-12 09:03:33.713728","34","42.5","RIVERO SAINZ, CRISTINA","6005278","KARATE ABDO","CNT"
"2024-02-12 09:03:33.713941","35","37.5","SANCHEZ CARRASCO, GEMA","15002634","KARATE ANTONIO MACHADO","MAD"
"2024-02-12 09:03:33.714147","35","37.5","AVILA HOZ, LAURA","6005564","GYAKUKAN","CNT"
"2024-02-12 09:03:33.714346","35","37.5","RODRIGUEZ BRAVO, ELISABETH","4002198","CLUB J.VIDAL","VAL"
"2024-02-12 09:03:33.714584","35","37.5","CASTRO RICO, ELENA","1005274","ASOCIACION KARATE AXARQUIA","AND"
"2024-02-12 09:03:33.714782","35","37.5","LARRAÑAGA GUTIERREZ, IRATXE","19002251","SANTA TERESA","PVS"
"2024-02-12 09:03:33.714992","40","35.0","HERNANDEZ CAMARZANA, ESTER","15001882","DASAN CONTACTO","MAD"
"2024-02-12 09:03:33.715192","41","30.0","RODRIGUEZ LILLO, ELENA","7003752","JINBUKAN","CLM"
"2024-02-12 09:03:33.715424","42","27.5","VÁZQUEZ RUMBO, SARA","12003998","ESCUELA SUPERIOR DE KÁRATE NARÓN","GAL"
"2024-02-12 09:03:33.715657","42","27.5","TEN QUILIS, MARTA","4001390","KENKYO","VAL"
"2024-02-12 09:03:33.715866","44","25.0","PACHON SANCHEZ, LUCIA","4001346","DEPORTIVO DAIMYO","VAL"
"2024-02-12 09:03:33.716069","44","25.0","MÉNDEZ RODRÍGUEZ, ALBA","5004568","GIMNASIO VISTABELLA","CNR"
"2024-02-12 09:03:33.716276","44","25.0","SANTANA SANTANA, YADIRA","5007908","GANKAKU","CNR"
"2024-02-12 09:03:33.716523","47","22.5","HERNANDEZ, KAILA","19005077","GIMNASIO FITNESS GASTEIZ","PVS"
"2024-02-12 09:03:33.716753","48","15.0","MENÉNDEZ DE ANDRES, LAURA","3006772","CLUB FEDERACIÓN ASTURIANA DE KARATE","AST"
"2024-02-12 09:03:33.716997","48","15.0","ANTON RAMON, ARIADNA","2005331","CLUB FEDERACIÓN ARAGONESA DE KARATE","ARG"
"2024-02-12 09:03:33.717237","50","12.5","BALAGUER ORUS, NOELIA","9005064","KARATE NO KACHI LES FRANQUESES","CAT"
"2024-02-12 09:03:33.717850","50","12.5","APARICIO IVARS, LAURA","4008010","KARATE MARCE","VAL"
"2024-02-12 09:03:33.718135","52","10.0","MORILLO GARCIA, MARIA DE LA LUZ","5007898","ECHEYDE","CNR"
"2024-02-12 09:03:33.718351","52","10.0","TEMPLADO GARCÍA, MIRANDA","3006254","KARATE CORVERA","AST"
"2024-02-12 09:03:33.718651","52","10.0","RUBIO SAN ANTONIO, PATRICIA","4008363","CLUB DEPORTIVO KYODAI","VAL"
"2024-02-12 09:03:33.718870","52","10.0","AKACHHIT, MALAK","2005361","C.D. NIZAR","ARG"
"2024-02-12 09:03:33.719077","52","10.0","HERNANDEZ PÉREZ, MONICA","4007897","CLUB DEPORTIVO KYODAI","VAL"
"2024-02-12 09:03:33.719296","52","10.0","MENÉNDEZ DE ANDRES, LAURA","3007001","ESCUELA DE KARATE MAGADAN","AST"
"2024-02-12 09:03:33.719589","52","10.0","TRENADO MARTINEZ, MAR","1001393","C.D. NO-KACHI","AND"
"2024-02-12 09:03:33.719807","59","5.0","GARCÍA BALDOR, CRISTINA","6001223","CLUB KIME","CNT"
"2024-02-12 09:03:33.720037","59","5.0","MAESTRO MAYORDOMO, LEIRE","6005275","KARATE ABDO","CNT"
"2024-02-12 09:03:33.720282","59","5.0","GALEANO CRUZ, NAIARA","1005872","C.D. NO-KACHI","AND"
"2024-02-12 09:03:33.720529","59","5.0","MONTES NAVARRO, ARACELI","4003980","CLUB YOSHITAKA","VAL"
"2024-02-12 09:03:33.720741","59","5.0","GONZALEZ MENENDEZ, LUCIA","3006117","GIMNASIO LINO","AST"
